01FE 0000 0000 FEFE FEFE FEFE FEFE FEFE FEFE FEFE FEFE FEFE FEFE FEFE FEFE FEFE FEFE FEFE FEFE FEFE FEFE FEFE FEFE FEFE FEFE FEFE FEFE FEFE FEFE FEFE FEFE FEFE FEFE FEFE FEFE FEFE FEFE FEFE FEFE FEFE FEFE FEFE FEFE FEFE FEFE FEFE FEFE FEFE FEFE FEFE FEFE FEFE FEFE FEFE FEFE FEFE FEFE FEFE FEFE FEFE FEFE FEFE FEFE FEFE 
0FF1 0002 6091 006A 1A4D 0000 9B00 0200 0200 7D01 0000 0000 B4C5 FD8C 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 F074 2954 FC78 0000 1001 BB1B FD68 5136 71F5 5903 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 57ED 
0FF1 0002 6091 006B 1A4D 0000 BA00 0000 0000 0000 0000 0000 00FF 7C6E A12C 1CE1 0502 0200 0200 0300 00FC 0200 0200 0200 7F01 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 BD5B 
0FF1 0002 6091 006C 1A4D 0000 D900 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 00FE 7C6E A12C 1CE1 0602 0200 0200 0300 FEFB 0400 0200 0200 8001 0000 0000 0000 0000 0000 0000 0008 8809 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 F66A 
0FF1 0002 6091 006D 1A4D 0000 F800 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0060 8B38 9B02 0000 0000 0000 C0FF 7C6E A12C 1CE1 0702 0200 0200 0200 00FC 0300 0200 0200 8101 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 31E6 
0FF1 0002 6091 006E 1A4E 0000 1701 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 00FE 7C6E A12C 1CE1 0802 0200 0200 0200 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 BD49 
0FF1 0002 6091 006F 1A4E 0000 3601 00FC 0200 0200 0200 6F01 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 C0FF 7C6E A12C 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 969B 
0FF1 0002 6091 0070 1A4E 0000 5501 1CE1 0902 0200 0200 0200 FFFB 0300 0200 0200 7401 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 5BFA 0100 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 ECDB 
0FF1 0002 6091 0071 1A4E 0000 7401 0000 0000 0000 80FF 7C6E A12C 1CE1 0A02 0200 0200 0200 00FC 0200 0200 0200 6A01 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 B37D 
0FF1 0002 6091 0072 1A4E 0000 9301 0000 0000 0000 0000 0000 0000 0000 0000 C0FF 7C6E A12C 1CE1 0B02 0200 0200 0200 FFFB 0300 0200 0200 6C01 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 AD21 
0FF1 0002 6091 0073 1A4E 0000 B201 0000 0000 0000 AA1A 0300 0000 0000 0000 0000 0000 0000 0000 0000 0000 80FF 7C6E A12C 1CE1 0C02 0200 0200 0600 FAFB 0400 0200 0200 6701 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 6399 
0FF1 0002 6091 0074 1A4E 0000 D101 0000 00F6 D203 0000 0000 0000 0000 0000 0000 0000 0000 EFFD 66C0 1F09 0000 0000 00A0 A8F3 C611 0000 0000 0000 0000 0000 0000 FFFF 7C6E A12C 1CE1 0D02 0200 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 C64F 
0FF1 0002 6091 0075 1A4E 0000 F001 0200 0400 FDFB 0300 0200 0200 6601 0000 0000 0000 0000 4068 6C00 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 CE0E EC0D 0100 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 22EE 
0FF1 0002 6091 0076 1A4E 0000 0F02 0000 0000 C0FF 7C6E A12C 1CE1 0E02 0200 0200 0200 FFFB 0300 0200 0200 6501 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 DE24 
0FF1 0002 6091 0077 1A4F 0000 2E02 0000 0063 DE00 0000 0000 0000 0000 0000 80FF 7C6E A12C 1CE1 0F02 0200 0200 0200 00FC 0200 0200 0200 6601 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 6E7A 
0FF1 0002 6091 0078 1A4F 0000 4D02 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 C0FF 7C6E A12C 1CE1 1002 0200 0200 0200 00FC 0200 0200 0200 6F01 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 D406 
0FF1 0002 6091 0079 1A4F 0000 6C02 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 C0FF 7C6E A12C 1CE1 1102 0200 0200 0200 FFFB 0300 0200 0200 7201 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 C939 
0FF1 0002 6091 007A 1A4F 0000 8B02 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 80AC DF00 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 80FF 7C6E A12C 1CE1 1202 0200 0200 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 BB5A 
0FF1 0002 6091 007B 1A4F 0000 AA02 0200 00FC 0200 0200 0200 6D01 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 C0FF 7C6E 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 CBE0 
0FF1 0002 6091 007C 1A4F 0000 C902 A12C 1CE1 1302 0200 0200 0200 FFFB 0300 0200 0200 6801 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 C7BA 
0FF1 0002 6091 007D 1A4F 0000 E802 0000 548D 0500 0000 80FF 7C6E A12C 1CE1 1402 0200 0200 0200 00FC 0200 0200 0200 6701 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 B772 
0FF1 0002 6091 007E 1A4F 0000 0703 0000 0000 0000 0000 0000 0000 0000 0000 0000 C0FF 7C6E A12C 1CE1 1502 0200 0200 0400 FDFB 0300 0200 0200 6601 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 402E 
0FF1 0002 6091 007F 1A4F 0000 2603 0000 0000 0000 0000 0000 0000 005E 8D2C A2BF 0600 0000 0000 0000 0000 0000 0000 0000 C0FF 7C6E A12C 1CE1 1602 0200 0200 0200 00FC 0200 0200 0200 6501 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 3E6C 
0FF1 0002 6091 0080 1A50 0000 4503 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 C0FF 7C6E A12C 1CE1 1702 0200 0200 0200 FFFB 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 D96E 
0FF1 0002 6091 0081 1A50 0000 6403 0300 0200 0200 6301 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0040 2956 0000 0000 0000 0000 80FF 7C6E A12C 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 F287 
0FF1 0002 6091 0082 1A50 0000 8303 1CE1 1802 0200 0200 0200 00FC 0200 0200 0200 7001 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 9CEC 
0FF1 0002 6091 0083 1A50 0000 A203 0000 0000 C0FF 7C6E A12C 1CE1 1902 0200 0200 0200 00FC 0200 0200 0200 7601 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 49F3 
0FF1 0002 6091 0084 1A50 0000 C103 0000 0000 0000 0000 0000 0000 0000 C0FF 7C6E A12C 1CE1 1A02 0200 0200 0200 00FC 0200 0200 0200 6D01 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 3024 
0FF1 0002 6091 0085 1A50 0000 E003 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 C0FF 7C6E A12C 1CE1 1B02 0200 0200 0200 00FC 0200 0200 0200 6601 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 2FFA 
0FF1 0002 6091 0086 1A50 0000 FF03 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 C0FF 7C6E A12C 1CE1 1C02 0200 0200 0200 00FC 0200 0200 0200 6601 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 30D5 
0FF1 0002 6091 0087 1A50 0000 1E04 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 C0FF 7C6E A12C 1CE1 1D02 0200 0200 0400 FDFB 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 F15B 
0FF1 0002 6091 0088 1A51 0000 3D04 0300 0200 0200 6601 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 B0AF 826D FDBD 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 C0FF 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 337A 
0FF1 0002 6091 0089 1A51 0000 5C04 7C6E A12C 1CE1 1E02 0200 0200 0200 FFFB 0300 0200 0200 6401 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 8C1E 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 49A7 
0FF1 0002 6091 008A 1A51 0000 7B04 0000 0000 0000 0000 0000 E00A E0C2 0600 7C6E A12C 1CE1 1F02 0200 0200 0200 FEFB 0400 0200 0200 6601 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 E9BC 
0FF1 0002 6091 008B 1A51 0000 9A04 0000 0000 C04C 2300 0000 0000 0000 0000 0000 0000 0000 4122 0100 0000 E0FF 7C6E A12C 1CE1 2002 0200 0200 0200 FEFB 0400 0200 0200 6F01 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 21F9 
0FF1 0002 6091 008C 1A51 0000 B904 0000 0000 0000 0000 0000 0020 622B 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0010 FE05 0000 0000 E0FF 7C6E A12C 1CE1 2102 0200 0200 0200 00FC 0200 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 2563 
0FF1 0002 6091 008D 1A51 0000 D804 0200 0200 7601 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 C0FF 7C6E A12C 1CE1 2202 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 023D 
0FF1 0002 6091 008E 1A51 0000 F704 0200 0200 0200 00FC 0200 0200 0200 6E01 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 BAB8 
0FF1 0002 6091 008F 1A51 0000 1605 C0FF 7C6E A12C 1CE1 2302 0200 0200 0200 00FC 0200 0200 0200 6A01 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 36F2 
0FF1 0002 6091 0090 1A51 0000 3505 0000 0000 0000 0000 0000 C0FF 7C6E A12C 1CE1 2402 0200 0200 0200 00FC 0200 0200 0200 6601 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 A2E5 
0FF1 0002 6091 0091 1A52 0000 5405 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 C0FF 7C6E A12C 1CE1 2502 0200 0200 0200 FBFB 0600 0200 0300 6401 0000 00AC B189 D500 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 9161 
0FF1 0002 6091 0092 1A52 0000 7305 0000 0000 0000 0000 0000 0000 0000 6881 F5BE D39D 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 F0FF 7C6E A12C 1CE1 2602 0200 0200 0200 FFFB 0300 0200 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 155B 
0FF1 0002 6091 0093 1A52 0000 9205 0200 6701 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 20A1 1900 0000 0000 0000 0000 0000 80FF 7C6E A12C 1CE1 2702 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 9C34 
0FF1 0002 6091 0094 1A52 0000 B105 0200 0200 0200 FEFB 0300 0300 0200 6501 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 4048 1168 FC08 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 7814 
0FF1 0002 6091 0095 1A52 0000 D005 0000 0000 C0FF 7C6E A12C 1CE1 2802 0200 0200 0200 00FC 0200 0200 0200 7301 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 4ED2 
0FF1 0002 6091 0096 1A52 0000 EF05 0000 0000 0000 0000 0000 0000 0000 C0FF 7C6E A12C 1CE1 2902 0200 0200 0200 00FC 0200 0200 0200 7401 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 491A 
0FF1 0002 6091 0097 1A52 0000 0E06 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 C0FF 7C6E A12C 1CE1 2A02 0200 0200 0200 00FC 0200 0200 0200 6D01 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0A22 
0FF1 0002 6091 0098 1A52 0000 2D06 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 C0FF 7C6E A12C 1CE1 2B02 0200 0200 0200 00FC 0200 0200 0200 6801 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 86D5 
0FF1 0002 6091 0099 1A53 0000 4C06 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 C0FF 7C6E A12C 1CE1 2C02 0200 0200 0200 00FC 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 D3A0 
0FF1 0002 6091 009A 1A53 0000 6B06 0200 0200 0200 6701 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 C0FF 7C6E A12C 1CE1 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 ECB1 
0FF1 0002 6091 009B 1A53 0000 8A06 2D02 0200 0200 0200 00FC 0200 0200 0200 6501 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 7D5A 
0FF1 0002 6091 009C 1A53 0000 A906 0000 C0FF 7C6E A12C 1CE1 2E02 0200 0200 0200 FFFB 0300 0200 0200 6701 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 00E0 B509 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 526D 
0FF1 0002 6091 009D 1A53 0000 C806 0000 0000 0000 0000 0000 0000 0000 80FF 7C6E A12C 1CE1 2F02 0200 0200 0500 F9FB 0600 0200 0200 6201 0000 6894 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 1BFB 
0FF1 0002 6091 009E 1A53 0000 E706 20D9 2300 0000 0040 3873 0000 0000 0000 0000 0000 0000 5C96 0000 A817 0900 00D4 745A 0E03 0000 FFFF 7C6E A12C 1CE1 3002 0200 0200 0200 00FC 0200 0200 0200 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 E6F9 
0FF1 0002 6091 009F 1A53 0000 0607 7301 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 C0FF 7C6E A12C 1CE1 3102 0200 0200 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 DED8 
0FF1 0002 6091 00A0 1A53 0000 2507 0200 00FC 0200 0200 0200 7701 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 C0FF 7C6E 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 ECCC 
